fuelbeds,area,fm_duff,fm_1000hr,can_con_pct,shrub_black_pct,pile_black_pct,units,ecoregion,fm_litter,season
24_521,100,30,60,20,80,90,tons,western,30,fall
24_522,100,30,60,20,80,90,tons,western,30,fall
24_523,100,30,60,20,80,90,tons,western,30,fall
24_531,100,30,60,20,80,90,tons,western,30,fall
24_532,100,30,60,20,80,90,tons,western,30,fall
24_533,100,30,60,20,80,90,tons,western,30,fall
25_111,100,30,60,20,80,90,tons,western,30,fall
25_112,100,30,60,20,80,90,tons,western,30,fall
25_113,100,30,60,20,80,90,tons,western,30,fall
25_121,100,30,60,20,80,90,tons,western,30,fall
25_122,100,30,60,20,80,90,tons,western,30,fall
25_123,100,30,60,20,80,90,tons,western,30,fall
25_131,100,30,60,20,80,90,tons,western,30,fall
25_132,100,30,60,20,80,90,tons,western,30,fall
25_133,100,30,60,20,80,90,tons,western,30,fall
25_211,100,30,60,20,80,90,tons,western,30,fall
25_212,100,30,60,20,80,90,tons,western,30,fall
25_213,100,30,60,20,80,90,tons,western,30,fall
25_221,100,30,60,20,80,90,tons,western,30,fall
25_222,100,30,60,20,80,90,tons,western,30,fall
25_223,100,30,60,20,80,90,tons,western,30,fall
25_231,100,30,60,20,80,90,tons,western,30,fall
25_232,100,30,60,20,80,90,tons,western,30,fall
25_233,100,30,60,20,80,90,tons,western,30,fall
25_311,100,30,60,20,80,90,tons,western,30,fall
25_312,100,30,60,20,80,90,tons,western,30,fall
25_313,100,30,60,20,80,90,tons,western,30,fall
25_321,100,30,60,20,80,90,tons,western,30,fall
25_322,100,30,60,20,80,90,tons,western,30,fall
25_323,100,30,60,20,80,90,tons,western,30,fall
25_331,100,30,60,20,80,90,tons,western,30,fall
25_332,100,30,60,20,80,90,tons,western,30,fall
25_333,100,30,60,20,80,90,tons,western,30,fall
25_411,100,30,60,20,80,90,tons,western,30,fall
25_412,100,30,60,20,80,90,tons,western,30,fall
25_413,100,30,60,20,80,90,tons,western,30,fall
25_421,100,30,60,20,80,90,tons,western,30,fall
25_422,100,30,60,20,80,90,tons,western,30,fall
25_423,100,30,60,20,80,90,tons,western,30,fall
25_431,100,30,60,20,80,90,tons,western,30,fall
25_432,100,30,60,20,80,90,tons,western,30,fall
25_433,100,30,60,20,80,90,tons,western,30,fall
25_511,100,30,60,20,80,90,tons,western,30,fall
25_512,100,30,60,20,80,90,tons,western,30,fall
25_513,100,30,60,20,80,90,tons,western,30,fall
25_521,100,30,60,20,80,90,tons,western,30,fall
25_522,100,30,60,20,80,90,tons,western,30,fall
25_523,100,30,60,20,80,90,tons,western,30,fall
25_531,100,30,60,20,80,90,tons,western,30,fall
25_532,100,30,60,20,80,90,tons,western,30,fall
25_533,100,30,60,20,80,90,tons,western,30,fall
26_111,100,30,60,20,80,90,tons,western,30,fall
26_112,100,30,60,20,80,90,tons,western,30,fall
26_113,100,30,60,20,80,90,tons,western,30,fall
26_121,100,30,60,20,80,90,tons,western,30,fall
26_122,100,30,60,20,80,90,tons,western,30,fall
26_123,100,30,60,20,80,90,tons,western,30,fall
26_131,100,30,60,20,80,90,tons,western,30,fall
26_132,100,30,60,20,80,90,tons,western,30,fall
26_133,100,30,60,20,80,90,tons,western,30,fall
26_211,100,30,60,20,80,90,tons,western,30,fall
26_212,100,30,60,20,80,90,tons,western,30,fall
26_213,100,30,60,20,80,90,tons,western,30,fall
26_221,100,30,60,20,80,90,tons,western,30,fall
26_222,100,30,60,20,80,90,tons,western,30,fall
26_223,100,30,60,20,80,90,tons,western,30,fall
26_231,100,30,60,20,80,90,tons,western,30,fall
26_232,100,30,60,20,80,90,tons,western,30,fall
26_233,100,30,60,20,80,90,tons,western,30,fall
26_311,100,30,60,20,80,90,tons,western,30,fall
26_312,100,30,60,20,80,90,tons,western,30,fall
26_313,100,30,60,20,80,90,tons,western,30,fall
26_321,100,30,60,20,80,90,tons,western,30,fall
26_322,100,30,60,20,80,90,tons,western,30,fall
26_323,100,30,60,20,80,90,tons,western,30,fall
26_331,100,30,60,20,80,90,tons,western,30,fall
26_332,100,30,60,20,80,90,tons,western,30,fall
26_333,100,30,60,20,80,90,tons,western,30,fall
26_411,100,30,60,20,80,90,tons,western,30,fall
26_412,100,30,60,20,80,90,tons,western,30,fall
26_413,100,30,60,20,80,90,tons,western,30,fall
26_421,100,30,60,20,80,90,tons,western,30,fall
26_422,100,30,60,20,80,90,tons,western,30,fall
26_423,100,30,60,20,80,90,tons,western,30,fall
26_431,100,30,60,20,80,90,tons,western,30,fall
26_432,100,30,60,20,80,90,tons,western,30,fall
26_433,100,30,60,20,80,90,tons,western,30,fall
26_511,100,30,60,20,80,90,tons,western,30,fall
26_512,100,30,60,20,80,90,tons,western,30,fall
26_513,100,30,60,20,80,90,tons,western,30,fall
26_521,100,30,60,20,80,90,tons,western,30,fall
26_522,100,30,60,20,80,90,tons,western,30,fall
26_523,100,30,60,20,80,90,tons,western,30,fall
26_531,100,30,60,20,80,90,tons,western,30,fall
26_532,100,30,60,20,80,90,tons,western,30,fall
26_533,100,30,60,20,80,90,tons,western,30,fall
27_111,100,30,60,20,80,90,tons,western,30,fall
27_112,100,30,60,20,80,90,tons,western,30,fall
27_113,100,30,60,20,80,90,tons,western,30,fall
27_121,100,30,60,20,80,90,tons,western,30,fall
27_122,100,30,60,20,80,90,tons,western,30,fall
27_123,100,30,60,20,80,90,tons,western,30,fall
27_131,100,30,60,20,80,90,tons,western,30,fall
27_132,100,30,60,20,80,90,tons,western,30,fall
27_133,100,30,60,20,80,90,tons,western,30,fall
27_211,100,30,60,20,80,90,tons,western,30,fall
27_212,100,30,60,20,80,90,tons,western,30,fall
27_213,100,30,60,20,80,90,tons,western,30,fall
27_221,100,30,60,20,80,90,tons,western,30,fall
27_222,100,30,60,20,80,90,tons,western,30,fall
27_223,100,30,60,20,80,90,tons,western,30,fall
27_231,100,30,60,20,80,90,tons,western,30,fall
27_232,100,30,60,20,80,90,tons,western,30,fall
27_233,100,30,60,20,80,90,tons,western,30,fall
27_311,100,30,60,20,80,90,tons,western,30,fall
27_312,100,30,60,20,80,90,tons,western,30,fall
27_313,100,30,60,20,80,90,tons,western,30,fall
27_321,100,30,60,20,80,90,tons,western,30,fall
27_322,100,30,60,20,80,90,tons,western,30,fall
27_323,100,30,60,20,80,90,tons,western,30,fall
27_331,100,30,60,20,80,90,tons,western,30,fall
27_332,100,30,60,20,80,90,tons,western,30,fall
27_333,100,30,60,20,80,90,tons,western,30,fall
27_411,100,30,60,20,80,90,tons,western,30,fall
27_412,100,30,60,20,80,90,tons,western,30,fall
27_413,100,30,60,20,80,90,tons,western,30,fall
27_421,100,30,60,20,80,90,tons,western,30,fall
27_422,100,30,60,20,80,90,tons,western,30,fall
27_423,100,30,60,20,80,90,tons,western,30,fall
27_431,100,30,60,20,80,90,tons,western,30,fall
27_432,100,30,60,20,80,90,tons,western,30,fall
27_433,100,30,60,20,80,90,tons,western,30,fall
27_511,100,30,60,20,80,90,tons,western,30,fall
27_512,100,30,60,20,80,90,tons,western,30,fall
27_513,100,30,60,20,80,90,tons,western,30,fall
27_521,100,30,60,20,80,90,tons,western,30,fall
27_522,100,30,60,20,80,90,tons,western,30,fall
27_523,100,30,60,20,80,90,tons,western,30,fall
27_531,100,30,60,20,80,90,tons,western,30,fall
27_532,100,30,60,20,80,90,tons,western,30,fall
27_533,100,30,60,20,80,90,tons,western,30,fall
28_111,100,30,60,20,80,90,tons,western,30,fall
28_112,100,30,60,20,80,90,tons,western,30,fall
28_113,100,30,60,20,80,90,tons,western,30,fall
28_121,100,30,60,20,80,90,tons,western,30,fall
28_122,100,30,60,20,80,90,tons,western,30,fall
28_123,100,30,60,20,80,90,tons,western,30,fall
28_131,100,30,60,20,80,90,tons,western,30,fall
28_132,100,30,60,20,80,90,tons,western,30,fall
28_133,100,30,60,20,80,90,tons,western,30,fall
28_211,100,30,60,20,80,90,tons,western,30,fall
28_212,100,30,60,20,80,90,tons,western,30,fall
28_213,100,30,60,20,80,90,tons,western,30,fall
28_221,100,30,60,20,80,90,tons,western,30,fall
28_222,100,30,60,20,80,90,tons,western,30,fall
28_223,100,30,60,20,80,90,tons,western,30,fall
28_231,100,30,60,20,80,90,tons,western,30,fall
28_232,100,30,60,20,80,90,tons,western,30,fall
28_233,100,30,60,20,80,90,tons,western,30,fall
28_311,100,30,60,20,80,90,tons,western,30,fall
28_312,100,30,60,20,80,90,tons,western,30,fall
28_313,100,30,60,20,80,90,tons,western,30,fall
28_321,100,30,60,20,80,90,tons,western,30,fall
28_322,100,30,60,20,80,90,tons,western,30,fall
28_323,100,30,60,20,80,90,tons,western,30,fall
28_331,100,30,60,20,80,90,tons,western,30,fall
28_332,100,30,60,20,80,90,tons,western,30,fall
28_333,100,30,60,20,80,90,tons,western,30,fall
28_411,100,30,60,20,80,90,tons,western,30,fall
28_412,100,30,60,20,80,90,tons,western,30,fall
28_413,100,30,60,20,80,90,tons,western,30,fall
28_421,100,30,60,20,80,90,tons,western,30,fall
28_422,100,30,60,20,80,90,tons,western,30,fall
28_423,100,30,60,20,80,90,tons,western,30,fall
28_431,100,30,60,20,80,90,tons,western,30,fall
28_432,100,30,60,20,80,90,tons,western,30,fall
28_433,100,30,60,20,80,90,tons,western,30,fall
29_111,100,30,60,20,80,90,tons,western,30,fall
29_112,100,30,60,20,80,90,tons,western,30,fall
29_113,100,30,60,20,80,90,tons,western,30,fall
29_121,100,30,60,20,80,90,tons,western,30,fall
29_122,100,30,60,20,80,90,tons,western,30,fall
29_123,100,30,60,20,80,90,tons,western,30,fall
29_131,100,30,60,20,80,90,tons,western,30,fall
29_132,100,30,60,20,80,90,tons,western,30,fall
29_133,100,30,60,20,80,90,tons,western,30,fall
29_211,100,30,60,20,80,90,tons,western,30,fall
29_212,100,30,60,20,80,90,tons,western,30,fall
29_213,100,30,60,20,80,90,tons,western,30,fall
29_221,100,30,60,20,80,90,tons,western,30,fall
29_222,100,30,60,20,80,90,tons,western,30,fall
29_223,100,30,60,20,80,90,tons,western,30,fall
29_231,100,30,60,20,80,90,tons,western,30,fall
29_232,100,30,60,20,80,90,tons,western,30,fall
29_233,100,30,60,20,80,90,tons,western,30,fall
29_311,100,30,60,20,80,90,tons,western,30,fall
29_312,100,30,60,20,80,90,tons,western,30,fall
29_313,100,30,60,20,80,90,tons,western,30,fall
29_321,100,30,60,20,80,90,tons,western,30,fall
29_322,100,30,60,20,80,90,tons,western,30,fall
29_323,100,30,60,20,80,90,tons,western,30,fall
29_331,100,30,60,20,80,90,tons,western,30,fall
29_332,100,30,60,20,80,90,tons,western,30,fall
29_333,100,30,60,20,80,90,tons,western,30,fall
29_411,100,30,60,20,80,90,tons,western,30,fall
29_412,100,30,60,20,80,90,tons,western,30,fall
29_413,100,30,60,20,80,90,tons,western,30,fall
29_421,100,30,60,20,80,90,tons,western,30,fall
29_422,100,30,60,20,80,90,tons,western,30,fall
29_423,100,30,60,20,80,90,tons,western,30,fall
29_431,100,30,60,20,80,90,tons,western,30,fall
29_432,100,30,60,20,80,90,tons,western,30,fall
29_433,100,30,60,20,80,90,tons,western,30,fall
29_511,100,30,60,20,80,90,tons,western,30,fall
29_512,100,30,60,20,80,90,tons,western,30,fall
29_513,100,30,60,20,80,90,tons,western,30,fall
29_521,100,30,60,20,80,90,tons,western,30,fall
29_522,100,30,60,20,80,90,tons,western,30,fall
29_523,100,30,60,20,80,90,tons,western,30,fall
29_531,100,30,60,20,80,90,tons,western,30,fall
29_532,100,30,60,20,80,90,tons,western,30,fall
29_533,100,30,60,20,80,90,tons,western,30,fall
30_111,100,30,60,20,80,90,tons,western,30,fall
30_112,100,30,60,20,80,90,tons,western,30,fall
30_113,100,30,60,20,80,90,tons,western,30,fall
30_121,100,30,60,20,80,90,tons,western,30,fall
30_122,100,30,60,20,80,90,tons,western,30,fall
30_123,100,30,60,20,80,90,tons,western,30,fall
30_131,100,30,60,20,80,90,tons,western,30,fall
30_132,100,30,60,20,80,90,tons,western,30,fall
30_133,100,30,60,20,80,90,tons,western,30,fall
32_111,100,30,60,20,80,90,tons,western,30,fall
32_112,100,30,60,20,80,90,tons,western,30,fall
32_113,100,30,60,20,80,90,tons,western,30,fall
32_121,100,30,60,20,80,90,tons,western,30,fall
32_122,100,30,60,20,80,90,tons,western,30,fall
32_123,100,30,60,20,80,90,tons,western,30,fall
32_131,100,30,60,20,80,90,tons,western,30,fall
32_132,100,30,60,20,80,90,tons,western,30,fall
32_133,100,30,60,20,80,90,tons,western,30,fall
32_211,100,30,60,20,80,90,tons,western,30,fall
32_212,100,30,60,20,80,90,tons,western,30,fall
32_213,100,30,60,20,80,90,tons,western,30,fall
32_221,100,30,60,20,80,90,tons,western,30,fall
32_222,100,30,60,20,80,90,tons,western,30,fall
32_223,100,30,60,20,80,90,tons,western,30,fall
32_231,100,30,60,20,80,90,tons,western,30,fall
32_232,100,30,60,20,80,90,tons,western,30,fall
32_233,100,30,60,20,80,90,tons,western,30,fall
32_311,100,30,60,20,80,90,tons,western,30,fall
32_312,100,30,60,20,80,90,tons,western,30,fall
32_313,100,30,60,20,80,90,tons,western,30,fall
32_321,100,30,60,20,80,90,tons,western,30,fall
32_322,100,30,60,20,80,90,tons,western,30,fall
32_323,100,30,60,20,80,90,tons,western,30,fall
32_331,100,30,60,20,80,90,tons,western,30,fall
32_332,100,30,60,20,80,90,tons,western,30,fall
32_333,100,30,60,20,80,90,tons,western,30,fall
32_411,100,30,60,20,80,90,tons,western,30,fall
32_412,100,30,60,20,80,90,tons,western,30,fall
32_413,100,30,60,20,80,90,tons,western,30,fall
32_421,100,30,60,20,80,90,tons,western,30,fall
32_422,100,30,60,20,80,90,tons,western,30,fall
32_423,100,30,60,20,80,90,tons,western,30,fall
32_431,100,30,60,20,80,90,tons,western,30,fall
32_432,100,30,60,20,80,90,tons,western,30,fall
32_433,100,30,60,20,80,90,tons,western,30,fall
32_511,100,30,60,20,80,90,tons,western,30,fall
32_512,100,30,60,20,80,90,tons,western,30,fall
32_513,100,30,60,20,80,90,tons,western,30,fall
32_521,100,30,60,20,80,90,tons,western,30,fall
32_522,100,30,60,20,80,90,tons,western,30,fall
32_523,100,30,60,20,80,90,tons,western,30,fall
32_531,100,30,60,20,80,90,tons,western,30,fall
32_532,100,30,60,20,80,90,tons,western,30,fall
32_533,100,30,60,20,80,90,tons,western,30,fall
33_111,100,30,60,20,80,90,tons,western,30,fall
33_112,100,30,60,20,80,90,tons,western,30,fall
33_113,100,30,60,20,80,90,tons,western,30,fall
33_121,100,30,60,20,80,90,tons,western,30,fall
33_122,100,30,60,20,80,90,tons,western,30,fall
33_123,100,30,60,20,80,90,tons,western,30,fall
33_131,100,30,60,20,80,90,tons,western,30,fall
33_132,100,30,60,20,80,90,tons,western,30,fall
33_133,100,30,60,20,80,90,tons,western,30,fall
34_111,100,30,60,20,80,90,tons,western,30,fall
34_112,100,30,60,20,80,90,tons,western,30,fall
34_113,100,30,60,20,80,90,tons,western,30,fall
34_121,100,30,60,20,80,90,tons,western,30,fall
34_122,100,30,60,20,80,90,tons,western,30,fall
34_123,100,30,60,20,80,90,tons,western,30,fall
34_131,100,30,60,20,80,90,tons,western,30,fall
34_132,100,30,60,20,80,90,tons,western,30,fall
34_133,100,30,60,20,80,90,tons,western,30,fall
34_211,100,30,60,20,80,90,tons,western,30,fall
34_212,100,30,60,20,80,90,tons,western,30,fall
34_213,100,30,60,20,80,90,tons,western,30,fall
34_221,100,30,60,20,80,90,tons,western,30,fall
34_222,100,30,60,20,80,90,tons,western,30,fall
34_223,100,30,60,20,80,90,tons,western,30,fall
34_231,100,30,60,20,80,90,tons,western,30,fall
34_232,100,30,60,20,80,90,tons,western,30,fall
34_233,100,30,60,20,80,90,tons,western,30,fall
34_311,100,30,60,20,80,90,tons,western,30,fall
34_312,100,30,60,20,80,90,tons,western,30,fall
34_313,100,30,60,20,80,90,tons,western,30,fall
34_321,100,30,60,20,80,90,tons,western,30,fall
34_322,100,30,60,20,80,90,tons,western,30,fall
34_323,100,30,60,20,80,90,tons,western,30,fall
34_331,100,30,60,20,80,90,tons,western,30,fall
34_332,100,30,60,20,80,90,tons,western,30,fall
34_333,100,30,60,20,80,90,tons,western,30,fall
34_411,100,30,60,20,80,90,tons,western,30,fall
34_412,100,30,60,20,80,90,tons,western,30,fall
34_413,100,30,60,20,80,90,tons,western,30,fall
34_421,100,30,60,20,80,90,tons,western,30,fall
34_422,100,30,60,20,80,90,tons,western,30,fall
34_423,100,30,60,20,80,90,tons,western,30,fall
34_431,100,30,60,20,80,90,tons,western,30,fall
34_432,100,30,60,20,80,90,tons,western,30,fall
34_433,100,30,60,20,80,90,tons,western,30,fall
34_511,100,30,60,20,80,90,tons,western,30,fall
34_512,100,30,60,20,80,90,tons,western,30,fall
34_513,100,30,60,20,80,90,tons,western,30,fall
34_521,100,30,60,20,80,90,tons,western,30,fall
34_522,100,30,60,20,80,90,tons,western,30,fall
34_523,100,30,60,20,80,90,tons,western,30,fall
34_531,100,30,60,20,80,90,tons,western,30,fall
34_532,100,30,60,20,80,90,tons,western,30,fall
34_533,100,30,60,20,80,90,tons,western,30,fall
36_111,100,30,60,20,80,90,tons,western,30,fall
36_112,100,30,60,20,80,90,tons,western,30,fall
36_113,100,30,60,20,80,90,tons,western,30,fall
36_121,100,30,60,20,80,90,tons,western,30,fall
36_122,100,30,60,20,80,90,tons,western,30,fall
36_123,100,30,60,20,80,90,tons,western,30,fall
36_131,100,30,60,20,80,90,tons,western,30,fall
36_132,100,30,60,20,80,90,tons,western,30,fall
36_133,100,30,60,20,80,90,tons,western,30,fall
36_211,100,30,60,20,80,90,tons,western,30,fall
36_212,100,30,60,20,80,90,tons,western,30,fall
36_213,100,30,60,20,80,90,tons,western,30,fall
36_221,100,30,60,20,80,90,tons,western,30,fall
36_222,100,30,60,20,80,90,tons,western,30,fall
36_223,100,30,60,20,80,90,tons,western,30,fall
36_231,100,30,60,20,80,90,tons,western,30,fall
36_232,100,30,60,20,80,90,tons,western,30,fall
36_233,100,30,60,20,80,90,tons,western,30,fall
36_311,100,30,60,20,80,90,tons,western,30,fall
36_312,100,30,60,20,80,90,tons,western,30,fall
36_313,100,30,60,20,80,90,tons,western,30,fall
36_321,100,30,60,20,80,90,tons,western,30,fall
36_322,100,30,60,20,80,90,tons,western,30,fall
36_323,100,30,60,20,80,90,tons,western,30,fall
36_331,100,30,60,20,80,90,tons,western,30,fall
36_332,100,30,60,20,80,90,tons,western,30,fall
36_333,100,30,60,20,80,90,tons,western,30,fall
36_411,100,30,60,20,80,90,tons,western,30,fall
36_412,100,30,60,20,80,90,tons,western,30,fall
36_413,100,30,60,20,80,90,tons,western,30,fall
36_421,100,30,60,20,80,90,tons,western,30,fall
36_422,100,30,60,20,80,90,tons,western,30,fall
36_423,100,30,60,20,80,90,tons,western,30,fall
36_431,100,30,60,20,80,90,tons,western,30,fall
36_432,100,30,60,20,80,90,tons,western,30,fall
36_433,100,30,60,20,80,90,tons,western,30,fall
37_111,100,30,60,20,80,90,tons,western,30,fall
37_112,100,30,60,20,80,90,tons,western,30,fall
37_113,100,30,60,20,80,90,tons,western,30,fall
37_121,100,30,60,20,80,90,tons,western,30,fall
37_122,100,30,60,20,80,90,tons,western,30,fall
37_123,100,30,60,20,80,90,tons,western,30,fall
37_131,100,30,60,20,80,90,tons,western,30,fall
37_132,100,30,60,20,80,90,tons,western,30,fall
37_133,100,30,60,20,80,90,tons,western,30,fall
37_211,100,30,60,20,80,90,tons,western,30,fall
37_212,100,30,60,20,80,90,tons,western,30,fall
37_213,100,30,60,20,80,90,tons,western,30,fall
37_221,100,30,60,20,80,90,tons,western,30,fall
37_222,100,30,60,20,80,90,tons,western,30,fall
37_223,100,30,60,20,80,90,tons,western,30,fall
37_231,100,30,60,20,80,90,tons,western,30,fall
37_232,100,30,60,20,80,90,tons,western,30,fall
37_233,100,30,60,20,80,90,tons,western,30,fall
37_311,100,30,60,20,80,90,tons,western,30,fall
37_312,100,30,60,20,80,90,tons,western,30,fall
37_313,100,30,60,20,80,90,tons,western,30,fall
37_321,100,30,60,20,80,90,tons,western,30,fall
37_322,100,30,60,20,80,90,tons,western,30,fall
37_323,100,30,60,20,80,90,tons,western,30,fall
37_331,100,30,60,20,80,90,tons,western,30,fall
37_332,100,30,60,20,80,90,tons,western,30,fall
37_333,100,30,60,20,80,90,tons,western,30,fall
37_411,100,30,60,20,80,90,tons,western,30,fall
37_412,100,30,60,20,80,90,tons,western,30,fall
37_413,100,30,60,20,80,90,tons,western,30,fall
37_421,100,30,60,20,80,90,tons,western,30,fall
37_422,100,30,60,20,80,90,tons,western,30,fall
37_423,100,30,60,20,80,90,tons,western,30,fall
37_431,100,30,60,20,80,90,tons,western,30,fall
37_432,100,30,60,20,80,90,tons,western,30,fall
37_433,100,30,60,20,80,90,tons,western,30,fall
37_511,100,30,60,20,80,90,tons,western,30,fall
37_512,100,30,60,20,80,90,tons,western,30,fall
37_513,100,30,60,20,80,90,tons,western,30,fall
37_521,100,30,60,20,80,90,tons,western,30,fall
37_522,100,30,60,20,80,90,tons,western,30,fall
37_523,100,30,60,20,80,90,tons,western,30,fall
37_531,100,30,60,20,80,90,tons,western,30,fall
37_532,100,30,60,20,80,90,tons,western,30,fall
37_533,100,30,60,20,80,90,tons,western,30,fall
38_111,100,30,60,20,80,90,tons,western,30,fall
38_112,100,30,60,20,80,90,tons,western,30,fall
38_113,100,30,60,20,80,90,tons,western,30,fall
38_121,100,30,60,20,80,90,tons,western,30,fall
38_122,100,30,60,20,80,90,tons,western,30,fall
38_123,100,30,60,20,80,90,tons,western,30,fall
38_131,100,30,60,20,80,90,tons,western,30,fall
38_132,100,30,60,20,80,90,tons,western,30,fall
38_133,100,30,60,20,80,90,tons,western,30,fall
38_211,100,30,60,20,80,90,tons,western,30,fall
38_212,100,30,60,20,80,90,tons,western,30,fall
38_213,100,30,60,20,80,90,tons,western,30,fall
38_221,100,30,60,20,80,90,tons,western,30,fall
38_222,100,30,60,20,80,90,tons,western,30,fall
38_223,100,30,60,20,80,90,tons,western,30,fall
38_231,100,30,60,20,80,90,tons,western,30,fall
38_232,100,30,60,20,80,90,tons,western,30,fall
38_233,100,30,60,20,80,90,tons,western,30,fall
38_311,100,30,60,20,80,90,tons,western,30,fall
38_312,100,30,60,20,80,90,tons,western,30,fall
38_313,100,30,60,20,80,90,tons,western,30,fall
38_321,100,30,60,20,80,90,tons,western,30,fall
38_322,100,30,60,20,80,90,tons,western,30,fall
38_323,100,30,60,20,80,90,tons,western,30,fall
38_331,100,30,60,20,80,90,tons,western,30,fall
38_332,100,30,60,20,80,90,tons,western,30,fall
38_333,100,30,60,20,80,90,tons,western,30,fall
38_411,100,30,60,20,80,90,tons,western,30,fall
38_412,100,30,60,20,80,90,tons,western,30,fall
38_413,100,30,60,20,80,90,tons,western,30,fall
38_421,100,30,60,20,80,90,tons,western,30,fall
38_422,100,30,60,20,80,90,tons,western,30,fall
38_423,100,30,60,20,80,90,tons,western,30,fall
38_431,100,30,60,20,80,90,tons,western,30,fall
38_432,100,30,60,20,80,90,tons,western,30,fall
38_433,100,30,60,20,80,90,tons,western,30,fall
38_511,100,30,60,20,80,90,tons,western,30,fall
38_512,100,30,60,20,80,90,tons,western,30,fall
38_513,100,30,60,20,80,90,tons,western,30,fall
38_521,100,30,60,20,80,90,tons,western,30,fall
38_522,100,30,60,20,80,90,tons,western,30,fall
38_523,100,30,60,20,80,90,tons,western,30,fall
38_531,100,30,60,20,80,90,tons,western,30,fall
38_532,100,30,60,20,80,90,tons,western,30,fall
38_533,100,30,60,20,80,90,tons,western,30,fall
39_111,100,30,60,20,80,90,tons,western,30,fall
39_112,100,30,60,20,80,90,tons,western,30,fall
39_113,100,30,60,20,80,90,tons,western,30,fall
39_121,100,30,60,20,80,90,tons,western,30,fall
39_122,100,30,60,20,80,90,tons,western,30,fall
39_123,100,30,60,20,80,90,tons,western,30,fall
39_131,100,30,60,20,80,90,tons,western,30,fall
39_132,100,30,60,20,80,90,tons,western,30,fall
39_133,100,30,60,20,80,90,tons,western,30,fall
39_211,100,30,60,20,80,90,tons,western,30,fall
39_212,100,30,60,20,80,90,tons,western,30,fall
39_213,100,30,60,20,80,90,tons,western,30,fall
39_221,100,30,60,20,80,90,tons,western,30,fall
39_222,100,30,60,20,80,90,tons,western,30,fall
39_223,100,30,60,20,80,90,tons,western,30,fall
39_231,100,30,60,20,80,90,tons,western,30,fall
39_232,100,30,60,20,80,90,tons,western,30,fall
39_233,100,30,60,20,80,90,tons,western,30,fall
39_311,100,30,60,20,80,90,tons,western,30,fall
39_312,100,30,60,20,80,90,tons,western,30,fall
39_313,100,30,60,20,80,90,tons,western,30,fall
39_321,100,30,60,20,80,90,tons,western,30,fall
39_322,100,30,60,20,80,90,tons,western,30,fall
39_323,100,30,60,20,80,90,tons,western,30,fall
39_331,100,30,60,20,80,90,tons,western,30,fall
39_332,100,30,60,20,80,90,tons,western,30,fall
39_333,100,30,60,20,80,90,tons,western,30,fall
39_411,100,30,60,20,80,90,tons,western,30,fall
39_412,100,30,60,20,80,90,tons,western,30,fall
39_413,100,30,60,20,80,90,tons,western,30,fall
39_421,100,30,60,20,80,90,tons,western,30,fall
39_422,100,30,60,20,80,90,tons,western,30,fall
39_423,100,30,60,20,80,90,tons,western,30,fall
39_431,100,30,60,20,80,90,tons,western,30,fall
39_432,100,30,60,20,80,90,tons,western,30,fall
39_433,100,30,60,20,80,90,tons,western,30,fall
39_511,100,30,60,20,80,90,tons,western,30,fall
39_512,100,30,60,20,80,90,tons,western,30,fall
39_513,100,30,60,20,80,90,tons,western,30,fall
39_521,100,30,60,20,80,90,tons,western,30,fall
39_522,100,30,60,20,80,90,tons,western,30,fall
39_523,100,30,60,20,80,90,tons,western,30,fall
39_531,100,30,60,20,80,90,tons,western,30,fall
39_532,100,30,60,20,80,90,tons,western,30,fall
39_533,100,30,60,20,80,90,tons,western,30,fall
40_111,100,30,60,20,80,90,tons,western,30,fall
40_112,100,30,60,20,80,90,tons,western,30,fall
40_113,100,30,60,20,80,90,tons,western,30,fall
40_121,100,30,60,20,80,90,tons,western,30,fall
40_122,100,30,60,20,80,90,tons,western,30,fall
40_123,100,30,60,20,80,90,tons,western,30,fall
40_131,100,30,60,20,80,90,tons,western,30,fall
40_132,100,30,60,20,80,90,tons,western,30,fall
40_133,100,30,60,20,80,90,tons,western,30,fall
41_111,100,30,60,20,80,90,tons,western,30,fall
41_112,100,30,60,20,80,90,tons,western,30,fall
41_113,100,30,60,20,80,90,tons,western,30,fall
41_121,100,30,60,20,80,90,tons,western,30,fall
41_122,100,30,60,20,80,90,tons,western,30,fall
41_123,100,30,60,20,80,90,tons,western,30,fall
41_131,100,30,60,20,80,90,tons,western,30,fall
41_132,100,30,60,20,80,90,tons,western,30,fall
41_133,100,30,60,20,80,90,tons,western,30,fall
42_111,100,30,60,20,80,90,tons,western,30,fall
42_112,100,30,60,20,80,90,tons,western,30,fall
42_113,100,30,60,20,80,90,tons,western,30,fall
42_121,100,30,60,20,80,90,tons,western,30,fall
42_122,100,30,60,20,80,90,tons,western,30,fall
42_123,100,30,60,20,80,90,tons,western,30,fall
42_131,100,30,60,20,80,90,tons,western,30,fall
42_132,100,30,60,20,80,90,tons,western,30,fall
42_133,100,30,60,20,80,90,tons,western,30,fall
42_211,100,30,60,20,80,90,tons,western,30,fall
42_212,100,30,60,20,80,90,tons,western,30,fall
42_213,100,30,60,20,80,90,tons,western,30,fall
42_221,100,30,60,20,80,90,tons,western,30,fall
42_222,100,30,60,20,80,90,tons,western,30,fall
42_223,100,30,60,20,80,90,tons,western,30,fall
42_231,100,30,60,20,80,90,tons,western,30,fall
42_232,100,30,60,20,80,90,tons,western,30,fall
